Book-Title,Book-Author
Night Song,Beverly Jenkins
The Touch of Fire,Linda Howard
Tempted,Pamela Britton
Gone With the Wind,Margaret Mitchell
Trade Secrets,Jill Shalvis
Never Let Her Go,Jim Wilson
Adam's Promise,Julianne Maclean
The Rebel Prince,Sharon Green
"Lady Blade, Lord Fighter",Sharon Green
The Far Side of Forever,Sharon Green
Ring of Allaire,Susan Dexter
"Sassinak (Planet Pirates, Vol 1)",Anne McCaffrey
A Very Dutiful Daughter,Elizabeth Mansfield
The Counterfeit Coachman (Signet Regency Romance),Elisabeth Fairchild
Lord Ramsay's Return,Elisabeth Fairchild
A Proper Mistress (Zebra Regency Romance),Shannon Donnelly
"Sweet Sacrifice (Harlequin Regency Romance, No 31194)",Elizabeth Bailey
The Double Wager (Signet Regency Romance),Mary Balogh
The Last Waltz (Signet Regency Romance),Mary Balogh
Birds of a Feather (Signet Regency Romance),Allison Lane
Pippa,Norma Lee Clark
Miracle Man (Romantic Traditions) (Silhouette Intimate Moments No 650),Sharon Sala
Lady Fortune (Zebra Historical Romance),Anne Stuart
A Reckless Bargain (Signet Regency Romance),Elizabeth Powell
Lady Gallant,Suzanne Robinson
"Savage Horizons (A Blue Hawk Saga, Book 1)",F. Rosanne Bittner
Be My Valentine (Zebra Historical Romance),Constance Hall
Unforgettable,Madeline Baker
The Irish Rake (Signet Regency Romance),Emma Lange
Border Prey (Rachel Porter Mysteries),Jessica Speart
Song of the Road,Dorothy Garlock
Marriage Bargain (Montana Mavericks) (Montana Mavericks),Victoria Pade
You Belong To Me (Montana Mavericks) (Montana Mavericks),Jennifer Greene
"Lone Stallion'S Lady (Montana Mavericks) (Montana Mavericks, 1)",Steve Jackson
True Women,Janice Woods Windle
Promises/Some Are Made to Be Broken (Harper Monogram),Jeane Renick
Dreamseeker,Marcia Martin
Merry's Christmas (Zebra Regency Romance),Mona Gedney
Educating Emily (Zebra Regency Romance),Mona Prevel
A Slender Thread,Tracie Peterson
Stevie Lee (Stevie Lee),Glenna McReynolds
Wild In the Moonlight : The Scent of Lavender (Desire),Jennifer Greene
Billy Bob Walker Got Married (Harper Monogram),Lisa G. Brown
Dearly Beloved (Signet Regency Romance),Mary Jo Putney
Wanted Across Time,Eugenia Riley
The Best Medicine,Elizabeth Neff Walker
Fever Pitch,Elizabeth Neff Walker
The Healing Touch,Elizabeth Neff Walker
The Passionate Ghost (A Haunting Regency Romance),Sheila Rosalynd Allen
Be Mine (Arabesque),Geri Guillaume
"Fugitive Hearts (Silhoutte Intimate Moments, No. 1101)",Ingrid Weaver
"Comeback Of Con Macneill (Silhouette Intimate Moments, 983)",Virginia Kantra
Maybe This Christmas,Janet Dailey
My Forever Love,Marsha Canham
Devil Takes a Bride,GAELEN FOLEY
Simplify Your Life With Kids : 1 Ways to make Family Life Easier and More Fun (Elaine St. James Little Books),Elaine St. James
Simplify Your Christmas (Elaine St. James Little Books),Elaine St James
The Spare (Leisure Historical Romance),Carolyn Jewel
"In Name Only (Texas Grooms) (Desire, 1313)",Peggy Moreland
Road Rage: A Chief Inspector Wexford Mystery (Chief Inspector Wexford Mysteries (Paperback)),Ruth Rendell
To Love &amp; to Cherish (Topaz Historical Romances),Patricia Gaffney
The Christmas Charm (Zebra Regency Romance),Lynn Collum
Lady Diana's Daring Deed (Zebra Regency Romance),Mona Gedney
The Substitute Bridegroom,Charlotte Louise Dolan
How to Marry a Marquis (Avon Romantic Treasure),Julia Quinn
"Offer From a Gentleman, An",Julia Quinn
Through the Storm (Avon Historical Romance),Beverly Jenkins
"The Search for Fierra (Empyrion Saga Series , No 1)",Stephen R. Lawhead
Madame Bovary (Bantam Classics),Gustave Flaubert
Forgotten Sins  (Passion),Robyn Donald
The Prestige,Christopher Priest
The Acts of King Arthur and Noble Nights,John Steinbeck
"Can't Quit You, Baby (Contemporary American Fiction)",Ellen Douglas
X-Men in the Savage Land (X-Men),Paul Mantell
Sabretooth Unleashed (X-Men Marvel Comics),Vicki Kamida
Cyclops &amp; Phoenix (X-Men Sprinters),Paul Mantell
Texas Star,Deana James
Sweet Awakening (Topaz Historical Romances),Marjorie Farrell
Forever &amp; Ever,Patricia Gaffney
A Clandestine Courtship (Signet Regency Romance),Allison Lane
"Lonetree Ranchers : Brant (Silhouette Desire, 1528)",Kathie Denosky
The Hostage Bride  (Red-Hot Revenge),Kate Walker
Simple Jess,Pamela Morsi
Heir to Secret Memories  (Top Secret Babies),Mallory Kane
"Call Me (Harlequin Temptation, No 594)",Alison Kent
Beguiled,Laura Parker
"Lipstick On His Collar (Harlequin Temptation, No. 895)",Dawn Atkins
"Bride of Convenience (Harlequin Romance, 3788)",Susan Fox
The Perfect Seduction (The Perfect Trilogy),Leslie LaFoy
Legend,Sharon Sala
"Cowboy'S Gift (Code Of The West) (Desire, 1329)",Anne McAllister
Beyond Seduction,Emma Holly
The Kissing Gate,Fiona Carr
The Babe Magnet,Robin Wells
Smooth Talkin' Stranger,Lorraine Heath
"The Brain &amp; The Beauty (Silhouette Romance, 1605)",Betsy Eliot
"His Majesty, M.D. (Man Of The Month/The Royal Dumonts) (Desire, 1435)",Leanne Banks
"Mr. November (Men To The Rescue) (Harlequin Temptation, No. 856)",Lori Foster
The Love of a Cowboy,Anna Jeffrey
Once a Gentleman,Candice Hern
Gin Lane (Gin Lane),James Brady
Dark Star,Marcia Muller
The Devil's Captain,Phillip Shea
Stand into Danger,Alexander Kent
Success to the Brave,Alexander Kent
Blood Bond: Devil Creek Crossfire,William W. Johnstone
Blood of the Mountain Man,William W. Johnstone
Storm of Seduction (Silhouette Desire),Cindy Gerard
My Seduction : The Rose Hunters Trilogy (The Rose Hunters),Connie Brockway
The Happy Room,Catherine Palmer
Keeper of the Dream,Penelope Williamson
"Rancher'S Wife (Harlequin Historical, No. 470)",Lynda Trent
Wedded Bliss,Barbara Metzger
No Ordinary Groom,Gayle Callen
Wolfe'S Mate (Readers Choice) (Harlequin Regency Romance),Paula Marshall
"Captive Star  (Stars Of Mithra) (Harlequin Intimate Moments, No 823)",Nora Roberts
"Midnight Man (Silhouette Intimate Moments No, 7544)",Barbara Faith
Not So Innocent (Sonnet Books),Laura Lee Guhrke
"Long - Lost Wife? (Silhouette Intimate Moments, No 730)",Barbara Faith
"Desert Man (Romantic Traditions) (Silhouette Intimate Moments, No 7578)",Barbara Faith
Shades of Gray,Vicki Hinze
Beast,Judith Ivory
Savage Torment,Cassie Edwards
Savage Heart,Cassie Edwards
The Engagement (Harlequin Historical Series),Kate Bridges
"Life With Riley (Silhouette Romance, 1617)",Laurey Bright
"Nowhere To Hide : The Searchers (Silhouette Intimate Moments, 1264)",Raeanne Thayne
Paradise Falls (Berkley Sensation),Ruth Ryan Langan
Flash Point,Metsy Hingle
"Night Falls Like Silk : A Novel (Eagle, Kathleen)",Kathleen Eagle
The Seduction of an English Lady,Cathy Maxwell
Never Let Me Go (A Regency Romance),Joan Smith
Aurora,Joan Smith
Fortunes of the Heart,Marian Devon
A Question of Class (Regency Romance),Marion Devon
"The Devil's Hand (Sentinels, No 1)",Jack McKinney
Gone to the Dogs,Susan Conant
God Bless This Child,Ellen Feldman
The Knight's Vow,Gayle Callen
His Bride,Gayle Callen
He Said Now,Patricia Waddell
Cherish This Moment (Harlequin Superromance),Sandra Canfield
The Legend of Banzai Maguire (2176),Susan Grant
Death by Demonstration,Patricia Carlon
Lover Beware,Christine Feehan
Unforgettable,Meryl Sawyer
Tallchief,Sharon Sala
Tell Me Lies,Claudia Dain
Irresistible,Mary Balogh
What Matters Most,Cynthia Victor
Someday Soon,Janelle Taylor
"Marrying Mary (Harlequin Romance, No 3492)",Betty Neels
"Suitable Match (Harlequin Romance, No 3131)",Betty Neels
"Stars Through the Mist  (Harlequin Romance,  1761)",Betty Neels
Pearl Cove,Elizabeth Lowell
Fortune's Hand,Belva Plain
"Like a Hurricane (Silhouette Desire, 1572)",Roxanne St. Claire
High Energy,Dara Joy
Obsessed (Zebra Books),Susan Andersen
"The Boss's Convenient Proposal (Harlequin Romance, 3785)",Barbara McMahon
Epitaph for a Peach: Four Seasons on My Family Farm,David Mas Masumoto
Fergie: Her Secret Life,Allan Starkie
DIANA: HER NEW LIFE,Andrew Morton
Behind Palace Doors: Marriage and Divorce in the House of Windsor,Nigel Dempster
Virgin in the Ice (Brother Cadfael Mysteries),Ellis Peters
Hot Toddy: The True Story of Hollywood's Most Shocking Crime : The Murder of Thelma Todd,Andy Edmonds
Forever After,Catherine Anderson
River of Eden,Glenna McReynolds
Deeper than Desire,Cheryl Holt
Frontier Christmas (Feature Anthology),Ana Leigh
Fortress of Eagles,C. J. Cherryh
The Theft,Andrea Kane
Charmed,S Cameron
"Knute, and Knute Again: A Novel",William Warner
Hollywood Wives : The New Generation,Jackie Collins
Playing by Heart,Jacquelyn Ross
A Brace of Bloodhounds (Bloodhound (Paperback)),Virginia Lanier
My Lord John,Georgette Heyer
Velvet Is the Night,Elizabeth Thornton
Prisoner's Base: A Nero Wolfe Mystery (A Nightingale mystery in large print),Rex Stout
Letters to a Lady,Joan Smith
Stormfire,Christine Monson
Bust Up the Uplifting Tale of Otto Titzl,Wallace Reyburn
Obsession,Lori Herter
Confession,Lori Herter
Eyes of Love,Katherine Deauxville
"Wind Whispers, Shadow Shouts",Sharon Green
Game's End,Sharon Green
"Let It Ride (Silhouette Desire, 1558)",Katherine Garbera
"A Very Special Child (Harlequin Medical Romance, Feb. 01)",Jennifer Taylor
"A Very Tender Practice (Harlequin (Medical Romance), #54)",Laura MacDonald
Promise Me Anything,Meryl Sawyer
Mr. Trelawney'S Proposal (Readers Choice) (Harlequin Regency Romance),Mary Brendan
Serena (Readers Choice) (Readers Choice),Sylvia Andrew
Once in a Blue Moon,Penelope Williamson
Just Impossible (Zebra Historical Romance),Judith A. Lansdowne
A Useful Affair,Stella Cameron
An Embarrassment of Riches,James Howard Kunstler
Song of Wovoka: A Novel,Earl Murray
"Married To The Sheik  (Virgin Bride) (Silhouette Romance, 1391)",Carol Grace
A Bridge to Love (Berkley Sensation),Nancy Herkness
Tempting,Hope Tarr
The Seduction,Julia Ross
Wildwood,Katharine Kincaid
"The Pretender (The Men of Pride County, #4)",Rosalyn West
The Outlaw,Nicole Jordan
The Night Remembers,Kathleen Eagle
The Linnet (Berkley Sensation),Elizabeth English
Dark Enchantment,KAREN HARBAUGH
"Lone Star Baby  (Heart Of Texas) (Harlequin Promo , No 6)",Debbie Macomber
"Demetrios Virgin (Greek Tycoons) (Harlequin Presents, 2169)",David P. Jordan
"Stranger From The Past (Presents Plus) (Harlequin Presents Plus, No 1599)",David P. Jordan
"One Night With His Wife (Presents Passion) (Harlequin Presents, No. 2073)",Lynne Graham
"Trophy Husband  (9-5) (Harlequin Presents, No 1835)",Lynne Graham
"Contract Baby (The Husband Hunters) (Harlequin Presents, 2013 : the Husband Hunters)",Lynne Graham
"Whisper My Love (Home To Texas) (Intrigue , No 466)",Jim Wilson
"Bride'S Protector  (Men Of Mystery) (Harlequin Intrigue, No. 509)",Jim Wilson
Bold Angel,Kat Martin
A Stranger in the House,Gloria Murphy
The Pleasure of His Company (Zebra Regency Romance),Mary Blayney
TRAPPED AT SEAHB P (Hardy Boys (Paperback)),Franklin W. Dixon
One Perfect Rose (Fallen Angels),Mary Jo Putney
All the Winters That Have Been,Evan Maxwell
All the Time in the World,Liz Nickles
Lone Arrow's Pride,Karen Kay
See How They Run,Marilyn Campbell
"Naughty, Naughty",Susan Johnson
Champagne Girl,Diana Palmer
Shotgun Wedding,MAGGIE OSBORNE
Fair Play,Deirdre Martin
The Present (Malory Novels (Paperback)),Johanna Lindsey
Shadows on a Sunset Sea (Love Spell),Sabine Kells
Siren from the Sea,Heather X. Graham
"Perfect Hero (Whose Child?) (Silhouette Intimate Moments, 889)",Paula Detmer Riggs
Take 5 Volume 1 (Take 5),Debbie Macomber
"One Tough Hombre (Silhouette Desire, No 372)",Joan Hohl
Another Spring,Joan Hohl
Wolfe Winter,Joan Hohl
Highland Vow (Zebra Historical Romance),Hannah Howell
Snowbound Cinderella (Fortunes Of Texas) (Fortunes of Texas),Ruth Langan
Courting Callie (Heart Of The West) (Heart of the West),Lynn Erickson
"Swan Sea Place: The Legacy (Loveswept, No 383)",Fayrene Preston
"Restless Virgin (Texas Brides) (Desire , No 1163)",Peggy Moreland
"Rancher'S Spittin' Image  (Texas Brides) (Desire , No 1156)",Peggy Moreland
Sea Gypsy,Fern Michaels
Fortune'S Children Wedding: Hoodwinked Bride (Fortune's Children : a Wedding),Barbara Boswell
Topaz (Avon Historical Romance),Beverly Jenkins
Christy (Women of Primrose Creek),Linda Lael Miller
Megan,Linda Lael Miller
The Rogues of Regent Street: The Dangerous Gentleman (Rogues of Regent Street),JULIA LONDON
A Scandalous Lady,Rachelle Morgan
Devil's Honor,Debra Dier
Second Chances,Marlene Fanta Shyer
"The Drifter (Harlequin Historical, No. 605)",Lisa Plumley
Lady Delafont's Dilemma (Zebra Regency Romance),Donna Simpson
The Princess &amp; the Duchess,Josephine Fairley
Camilla: The King's Mistress : Camilla,Caroline Graham
"Charles and Diana, a royal romance",Janice Dunlop
Elvis My Dad: The Unauthorized Biography of Lisa Marie Presley,David A. Adler
"Strikepoint (Stony Man #9) (Stonyman, No 9)",Don Pendleton
"Counterblow  (Super Bolan #24) (Super Bolan, No 24)",Don Pendleton
"Obsession (Superromance, 945)",Peter David
Pirate,Jayne Ann Krentz
Test Of Time,Jayne Ann Krentz
"Cowboy Wants A Wife  (Hitched) (Harlequin Romance, No 3432)",Susan Fox
Desperately Seeking Twin ...  (Two Halves Of A Whole) (Harlequin Yours Truly),Marie Ferrarella
"Baby Came C.O.D.  9bundles Of Joy/Two Halves Of A Whole) (Silhouette Romance, No 1264)",Marie Ferrarella
"Never Done Dreamin'  (The Dunleavy Legacy) (Harlequin Superromance, No 662)",Janis Flores
"Done Cryin' (The Dunleavy Legacy) (Harlequin Superromance, No 658)",Janis Flores
"The Treasure of Zanzibar (Heartquest Series/Palmer, 2)",Catherine Palmer
Heart of the Wilderness (Women of the West),Janette Oke
Miss Whiting and the Seven Wards (Zebra Regency Romance),Lynn Collum
Dr. Nightingale Races the Outlaw Colt: A Deirdre Quinn Nightingale Mystery (Deirdre Quinn Nightingale Mystery),Lydia Adamson
BLOOD IS THICKER,Ann C. Fallon
Stolen Moments: An Amanda Roberts Mystery,Sherryl Woods
Hide and Seek,Sherryl Woods
CAT AMONG PIGEONS,Agatha Christie
Case Book of Sherlock Holmes,"Arthur Conan, Sir Doyle"
32AA,Michelle Cunnah
Patchwork of Love: Creating Friendships Piece by Piece,Heather Harpham Kopp
"Mule Trader: Ray Lum's Tales of Horses, Mules and Men (Banner Book Series)",William R. Ferris
Watchmen on the Walls: An Eyewitness Account of Israel's Fight for Independence from the Journal of Hannah Hurnard,Hannah Hurnard
Aftermath: An Anthology of Post-Vietnam Fiction,Donald Anderson
"Morgan's Mercenaries, Heart of the Jaguar",Lindsay McKenna
The Hairstons: An American Family in Black and White,Henry Wiencek
The Seaside Murders,Jonathan Goodman
JEWEL: PIECES OF A DREAM,Kristen Kemp
"Forbidden  (Blaze) (Harlequin Temptation, 732)",Janelle Denison
Saving Grace (Harlequin Presents No. 11543),Carole Mortimer
"Velvet Promise (Harlequin Presents, No 989)",Carole Mortimer
"Sexiest Man Alive  (Valentine) (Harlequin Presents, 2008)",Sandra Marton
"Gentle Passion (Historical, No 17)",Cassie Edwards
"Farelli'S Wife (Kids &amp; Kisses) (Harlequin Romance, 3561)",Lucy Gordon
"ADOPTED: TWINS! (PARENT'S WANTED) (Romance, 3694)",Marion Lennox
"Wet 'N' Wild (Baldwin, Alicia. Baywatch, No. 2.)",Alicia Baldwin
"Shark's Cove (Baldwin, Alicia. Baywatch, No. 4.)",Alicia Baldwin
"Infatuations (Baldwin, Alicia. Baywatch Sprinters, No. 1.)",Alicia Baldwin
The Valentine Wish (Zebra Regency Romance),Debbie Raleigh
MY LADY MISCHIEF,JANET LOUISE ROBERTS
"Secretary And The Millionaire (Fortune'S Children: The Brides) (Silhouette Desire, 1208)",Ronnie Banks
"Fortune Cookie Fox: Sabrina, The Teenage Witch #26",Cathy East Dubowski
"Stranded (Sweet Valley University, No 49)",FRANCINE PASCAL
The Mackenzies Cleve: Cleve (Mackenzies),Ana Leigh
The Reluctant Rogue (Signet Regency Romance),Elizabeth Powell
A Will of Her Own,Winnie Griggs
Masquerade,Serena Richards
Two Texas Hearts,Jodi Thomas
The Gilded Cage,Edith Layton
In the Midnight Rain,Ruth Wind
"Finally A Family (Harlequin Superromance, No. 908)",Kathryn Shay
"The Man from Half Moon Bay (Loveswept, No 257)",Iris Johansen
The Phantom Lover,Elizabeth Mansfield
Surrender to Love,Edith Layton
"Blackstone's Bride (Harlequin Historical, No. 667)",Bronwyn Williams
Heaven's Rogue (Romance of the Millennium),Colleen Shannon
"Prince Joe (Tall Dark And Dangerous) (Silhouette Intimate Moments, No 720)",Suzanne Brockmann
To Catch a Wolf (Berkley Sensation),Susan Krinard
Nun Plussed,Monica Quill
The Sins of Lady Dacey (Regency Romance),Marion Chesney
My Life As a Snow Bunny,Kaz Delaney
Amber,Lauren Royal
Brighter Than the Sun (An Avon Romantic Treasure),Julia Quinn
Virgin Groom  (Hawk'S Way),Joan Johnston
Secret Lives,Diane Chamberlain
"A Moment's Madness (Harlequin Historical, No. 669)",Helen Kirkman
Lady Lyte's Little Secret,Deborah Hale
Irish Chain,Earlene Fowler
A Groom With a View: A Jane Jeffry Mystery (Jane Jeffry Mysteries (Hardcover)),Jill Churchill
Monica's Story,Andrew Morton
Sackett Companion: A Personal Guide to the Sackett Novels,Louis L'Amour
The Scout: A Novel of the American West,Harry Combs
Andrew Wyeth: The Helga Pictures,John Wilmerding
"Child of Flame (Crown of Stars, Vol 4)",Kate Elliott
Rowan's Mill,Elizabeth Walker
"Passionately Ever After : Dynasties: The Barones (Silhouette Desire, 1549)",Metsy Hingle
The Duchess,Jude Deveraux
Field of Thirteen,Dick Francis
Raphael and the Noble Task,Catherine Salton
To Love a Dark Lord (An Avon Romantic Treasure),Anne Stuart
"Night And Day (Harlequin Intrigue, No. 637)",Anne Stuart
The Busy Mom's Guide to Simple Living : Creative Ideas And Practical Ways for Making the Most Out of What You Have,Jackie Wellwood
Adult Children of Fairly Functional Parents: A Nest of My Own in the Family Tree,Becky Freeman
Spirit's Song,Madeline Baker
Flirting with Disaster,JANE GRAVES
Everything in Its Time (Time Passages Romance),Dee Davis
